Sahnewal, LUH, 75.95707224036518, 30.850359856170176
Solapur, SSE, 75.93305977107549, 17.625415183635024
Birsa Munda, IXR, 85.3235970368767, 23.317724598996193
Ahwaz, AWZ, 48.74710654359313, 31.343158556075725
Gwalior, GWL, 78.21721865463483, 26.28548769793701
Hodeidah Int'l, HOD, 42.97109630194003, 14.755253441372462
Devi Ahilyabai Holkar Int'l, IDR, 75.8092915005895, 22.72774918757095
Gandhinagar, ISK, 73.81056749246886, 19.966020567280626
Chandigarh Int'l, IXC, 76.80172611052417, 30.670724894966725
Aurangabad, IXU, 75.39584329220051, 19.867296962108234
Faisalabad Int'l, LYP, 72.9878190922305, 31.362743548086222
Omsk Tsentralny, OMS, 73.3163595376585, 54.95764829340594
Novosibirsk Tolmachev, OVB, 82.66715245258652, 55.00958471362636
Zaporozhye Int'l, OZH, 35.30187285752786, 47.873263557902284
Simpang Tiga, PKU, 101.44656929844086, 0.4646008729985052
Rota Int'l, ROP, 145.24398029858185, 14.171771297121616
Surgut, SGC, 73.40849647643748, 61.340167219448126
Tiruchirappalli, TRZ, 78.7089578747476, 10.76035713065535
Turbat Int'l, TUK, 63.027933351918136, 25.988794590011004
Quetta Int'l, UET, 66.94873114809494, 30.249043186181034
Zahedan Int'l, ZAH, 60.90070856491495, 29.475294195657344
Abdul Rachman Saleh, MLG, 112.71141861725775, -7.929980028405668
Barnaul, BAX, 83.55045321240377, 53.3633850813046
Adampur, NULL, 75.75848284560045, 31.43294223977149
Bareilly, NULL, 79.45200268765704, 28.421808716114356
Dhamial, NULL, 73.03204983920023, 33.56141462788605
Cheongju Int'l, CJJ, 127.49591612468085, 36.72202277666726
Gwangju, KWJ, 126.81083948122644, 35.14000513901977
Daegu Int'l, TAE, 128.63753769993312, 35.89992779690866
Ulsan, USN, 129.35573104752825, 35.59289575271069
Radin Inten II, TKG, 105.17606041916142, -5.242566777131995
Allahabad, IXD, 81.73172714621872, 25.443522027820965
Chelyabinsk, CEK, 61.51225897402009, 55.29779194960553
Tainan, TNN, 120.20973331809326, 22.950667918346994
Taichung, RMQ, 120.63070354758395, 24.26665555671146
Rotterdam The Hague, RTM, 4.433844349628765, 51.94913018993815
Voronezh-Chertovitskoye, VOZ, 39.22544964479734, 51.81261712683441
Liverpool John Lennon, LPL, -2.858620657849379, 53.336375105442215
Vishakapatnam, VTZ, 83.2235216387465, 17.7279577384364
Sultan Hasanuddin Int'l, UPG, 119.54569134215063, -5.058936894557788
Vava'u Int'l, VAV, -173.96809394415877, -18.586005855065373
Newcastle Int'l, NCL, -1.71034578407216, 55.037084860801954
Goloson Int'l, LCE, -86.8514685020011, 15.74515966591258
Madinah Int'l, MED, 39.69913595604174, 24.54423396056608
Mirabel Int'l, YMX, -74.02873829848139, 45.68322509792671
Palanga Int'l, PLQ, 21.09744639862514, 55.971342623535804
Jaipur Int'l, JAI, 75.80101041926682, 26.821179810060464
Sonari, IXW, 86.17246623637757, 22.815414511024233
Yenisehir, YEI, 29.54492, 40.255539500747304
Şakirpaşa, ADA, 35.29696142683381, 36.9852090641795
Kodiak, ADQ, -152.4856385152345, 57.74859210704827
Amarillo Int'l, AMA, -101.70535277269678, 35.218403191939814
Alice Springs, ASP, 133.902918, -23.801968
Raja Sansi Int'l, ATQ, 74.80715597198244, 31.706822025888847
Biju Patnaik, BBI, 85.81688995444293, 20.252665975473413
Bethel, BET, -161.8389869594397, 60.77873798340883
Palonegro, BGA, -73.18092077253607, 7.127709154026846
Birmingham Int'l, BHM, -86.75237736154624, 33.56186728280577
Broken Hill, BHQ, 141.47040730309726, -31.998996737463017
Logan Int'l, BIL, -108.53692938812462, 45.803685571527836
Bismarck Muni., BIS, -100.75747130371745, 46.77510666616138
Del Bajio Int'l, BJX, -101.47875338246688, 20.98588712119381
Benin, BNI, 5.6036825600670035, 6.317166892078184
Bourgas, BOJ, 27.51640936629526, 42.56708354877019
Bremen, BRE, 8.7858617703132, 53.052287104156015
Jacinto Lara Int'l, BRM, -69.356102, 10.0453
Brownsville-South Padre Island Int'l, BRO, -97.43176534023202, 25.906274354534673
Bristol Int'l, BRS, -2.7108646913430845, 51.38629341891484
Baton Rouge Metro, BTR, -91.15675440481048, 30.532613804058556
Bratislava-M.R. Štefánik, BTS, 17.19998500222079, 48.16983790625349
Burlington Int'l, BTV, -73.15507877906677, 44.469206604073214
Columbia Metro, CAE, -81.10933524293772, 33.934205458427535
Calicut Int'l, CCJ, 75.95099306305104, 11.1395520526064
Cocos (Keeling) Islands, CCK, 96.82874721442073, -12.185158595329305
Corfu Int'l (Ioannis Kapodistrias), CFU, 19.914756164166214, 39.60675545052586
Changchun Longjia Int'l, CGQ, 125.69045681299836, 43.99301147957697
Charleston Int'l, CHS, -80.03693374382624, 32.884530156296464
Coimbatore, CJB, 77.03889377226204, 11.030141512598268
Someseni, CLJ, 23.68698126804856, 46.78266263402428
Ignacio Agramonte, CMW, -77.84510399351666, 21.424703728196057
Casper/Natrona County Int'l, CPR, -106.46444480969178, 42.89719004830057
Clark Int'l, CRK, 120.55077022391397, 15.187642242388833
Yeager, CRW, -81.5964164667526, 38.37059143728646
Catania Fontanarossa, CTA, 15.067460500705343, 37.470072800341015
Chetumal Int'l, CTM, -88.3242600415365, 18.506434233376005
Cardiff, CWL, -3.339568764291176, 51.39862209110174
Gerrard Smith, CYB, -79.87946163800297, 19.68986539628435
Cozumel Int'l, CZM, -86.93040640704362, 20.51155437716472
James M. Cox Dayton Int'l, DAY, -84.22045942381024, 39.8990402865362
Dubbo, DBO, 148.569717, -32.218681
Washington Nat'l, DCA, -77.04333739256312, 38.853716201212265
Durango Int'l, DGO, -104.53384602496385, 24.12619483261825
Voloskoye, DNK, 35.09390602249747, 48.36757180211169
Donetsk, DOK, 37.744808557210334, 48.06916712855819
Santa Bernardina Int'l, DZO, -56.49926362137442, -33.35910844755007
Edinburgh Int'l, EDI, -3.3642846851355452, 55.9485540113639
Terrance B. Lettsome Int'l, EIS, -64.53715143657945, 18.444361855798306
Elko Reg., EKO, -115.78647923224912, 40.82760588152249
Ensenada, ESE, -116.59572440041782, 31.797713976056865
Vágar, FAE, -7.2708, 62.0625
Hector Int'l, FAR, -96.8254561269675, 46.919817881132275
Fresno Yosemite Int'l, FAT, -119.72000132357581, 36.76981283739594
Flagstaff Pulliam, FLG, -111.6746561716751, 35.13891167579759
Mundo Maya Int'l, FRS, -89.87784042265082, 16.914974164222567
Sioux Falls Reg., FSD, -96.73138310175408, 43.58019349727632
Spokane Int'l, GEG, -117.53683662858516, 47.62547812783678
Exuma Int'l, GGT, -75.87261308530395, 23.56388290692585
Gibraltar, GIB, -5.346771800333878, 36.15127475041734
Gerald R. Ford Int'l, GRR, -85.52957320727401, 42.88477760209079
Triad Int'l, GSO, -79.93648675774836, 36.105378199893245
Great Falls Int'l, GTF, -111.35668472784, 47.482270729263035
Gaziantep Oğuzeli Int'l, GZT, 37.473803252189995, 36.945363344687536
Hubli, HBX, 75.08631556802813, 15.359183338622918
Hat Yai Int'l, HDY, 100.39375127467132, 6.93634231940664
Hefei-Luogang, HFE, 117.30419701588772, 31.77985767957784
Hurghada Int'l, HRG, 33.807160641411784, 27.18042609181859
Kharkov Int'l, HRK, 36.28220107735029, 49.92153606315507
Huntsville Int'l, HSV, -86.77494305633734, 34.648334460931935
Ibadan, IBA, 3.973813343322902, 7.360343972693927
Kansas City Int'l, ICT, -97.4287387683976, 37.6529279603903
Wilmington Int'l, ILM, -77.91037565604692, 34.266784067199566
Ilorin Int'l, ILR, 4.494840388199345, 8.435376519352406
Falls Int'l, INL, -93.39800275527939, 48.56599308484143
Inverness, INV, -4.063591755871405, 57.53950029234238
Imperial Cty., IPL, -115.57199556657955, 32.8339586685524
Jammu, IXJ, 74.8423077638915, 32.68104288862249
Madurai, IXM, 78.09113949371941, 9.837186278775658
Jodhpur, JDH, 73.05054918956712, 26.26376234583514
Jabalpur, JLR, 80.0587438885277, 23.1845328746465
Kilimanjaro Int'l, JRO, 37.06518960677478, -3.4244449599817792
Kaduna, KAD, 7.3252534740743425, 10.694619286239067
Kananga, KGA, 22.47833324826895, -5.9001665622704085
Kumasi, KMS, -1.5925752658236147, 6.714606387503645
Viña del Mar, KNA, -71.4806025354969, -32.94839176513599
Kanpur, KNU, 80.36753387720022, 26.43883344670418
Kona Int'l at Keahole, KOA, -156.04088947105768, 19.737099139944235
Kirkwall, KOI, -2.9013784952450767, 58.95442887883035
Kota, KTU, 75.85049779445515, 25.16341871667427
Konya, KYA, 32.575673266968714, 37.98399455316949
Blue Grass, LEX, -84.59826819187857, 38.03742731813716
Lihue, LIH, -159.34908429052206, 21.978124316208824
Clinton National, LIT, -92.22058813192886, 34.728430041517875
Los Mochis, LMM, -109.08269464526103, 25.68850882609902
Venustiano Carranza Int'l, LOV, -101.46496003175058, 26.955392716069884
Laredo Int'l, LRD, -99.45566039765133, 27.54366571758247
Sumburgh, LSI, -1.2880606883875354, 59.87668995989993
Bassel Al-Assad Int'l, LTK, 35.944240709666296, 35.407311459674354
London Luton, LTN, -0.3762272673974393, 51.8802952570969
Svalbard Longyear, LYR, 15.495229, 78.246717
Sangster Int'l, MBJ, -77.91839076357516, 18.501154929824885
Mandalay Int'l, MDL, 95.97065359502169, 21.705549068027405
Chicago Midway Int'l, MDW, -87.74212668856121, 41.78834925974092
Eloy Alfaro Int'l, MEC, -80.68338459957742, -0.9495570021128831
Montgomery Reg., MGM, -86.39030746026862, 32.304587990963064
Manchester-Boston Reg., MHT, -71.43752390918567, 42.92791399458855
Maiduguri Int'l, MIU, 13.085139016247085, 11.853471318852687
Mbuji Mayi, MJM, 23.572109198905228, -6.1248454134881145
Minot Int'l, MOT, -101.29138553129988, 48.25560492128391
Missoula Int'l, MSO, -114.08369492365063, 46.91876047688307
Gen R.S. Taboada Int'l, MXL, -115.24787404784124, 32.628564332460684
Malpensa, MXP, 8.712959535024368, 45.62744051403809
Norfolk Island, NLK, 167.94339411620473, -29.035159255527493
Nurnberg, NUE, 11.077417973909556, 49.49450521703445
Odessa Int'l, ODS, 30.676830831020588, 46.44062687591064
Gold Coast, OOL, 153.5128762643033, -28.166516854020163
Oran Es Senia, ORN, -0.6067969644311196, 35.62027473127345
Lok Nayak Jaiprakash, PAT, 85.09090213146632, 25.594443429560453
Paysandu, PDU, -58.0685346825257, -32.36145452927226
Paphos Int'l, PFO, 32.483232206492644, 34.71340128173351
Sultan Mahmud Badaruddin II, PLM, 104.69912832676162, -2.899993450059967
Polokwane Int'l, PTG, 29.45334036456435, -23.858986270165953
Punta Cana, PUJ, -68.3632351074649, 18.56303903398704
Queretaro Int'l, QRO, -100.18735943002979, 20.62246607127796
Rajkot, RAJ, 70.7799548311565, 22.309281698836052
Richmond Int'l, RIC, -77.33311963811302, 37.50828997509012
Shah Makhdum, RJH, 88.61380457044305, 24.44480686230351
Greater Rochester Int'l, ROC, -77.66524450621966, 43.127551982648235
Rockhampton, ROK, 150.478897, -23.378599
Rostov-on-Don, ROV, 39.80351444453908, 47.255111951975394
Saratov, RTW, 46.03502324989101, 51.560645650884204
Ramón Villeda Morales Int'l, SAP, -87.92723651254093, 15.455863052488276
Santa Barbara Muni., SBA, -119.83660158079981, 34.42573129787832
Deadhorse, SCC, -148.457855, 70.19751
Kangerlussuaq, SFJ, -50.694199, 67.018097
Springfield Reg., SGF, -93.3826379012003, 37.24214449030243
Shreveport Reg., SHV, -93.82852222295027, 32.45457988665127
Simferopol Int'l, SIP, 33.99605292445367, 45.020217397816495
Sitka Rocky Gutierrez, SIT, -135.365692, 57.05349
Los Cabos Int'l, SJD, -109.71785838690921, 23.162657448359653
McNary Field, SLE, -123.00787147940393, 44.91051384521425
Plan de Guadalupe, SLW, -100.93226054858748, 25.54799764199738
Shannon, SNN, -8.922428855576857, 52.693453710253166
Santo Pekoa Int'l, SON, 167.22089491937467, -15.505538737085832
Achmad Yani, SRG, 110.37855625566573, -6.978734849569817
Srinagar, SXR, 74.78262436723114, 33.98309094316232
Tapachula Int'l, TAP, -92.370003, 14.791128133877267
Podgorica, TGD, 19.246686861887266, 42.367933519542824
Tallahassee Reg., TLH, -84.34499539848576, 30.395557617693783
Turin Int'l, TRN, 7.644162303621328, 45.19166007346417
Taiyuan Wusu Int'l, TYN, 112.62589153931525, 37.754511779151215
Narsarsuaq, UAK, -45.41640089231083, 61.16259683373283
U-Tapao, UTP, 101.00020929048034, 12.685293091266386
Victoria Falls, VFA, 25.846767720882564, -18.099015598368197
Vijaywada, VGA, 80.7973080000675, 16.528642778235014
Varanasi, VNS, 82.85387419135274, 25.449907732982243
Juan Gualberto Gomez, VRA, -81.43671038506231, 23.039542233963147
Villahermosa, VSA, -92.81906758362618, 17.993066011311075
Brandon, YBR, -99.94589590024634, 49.904727941027694
CFB Edmonton, YED, -113.47883905449686, 53.67491566186677
Iqaluit, YFB, -68.53672924418116, 63.751152353780704
John C. Munro Hamilton Int'l, YHM, -79.92642309599673, 43.16336053050961
Fort McMurray, YMM, -111.22384004661691, 56.65631713909619
Yantai, YNT, 121.37204741777312, 37.407704472692394
Peace River, YPE, -117.4436632080815, 56.231924036744985
Greater Moncton Int'l, YQM, -64.68866968073613, 46.11620596392595
Sydney/J.A. Douglas McCurdy, YQY, -60.04693721170264, 46.16734058905036
Resolute Bay, YRB, -94.97080232440061, 74.71818609875942
Fort Smith, YSM, -111.96105993815773, 60.01987496024426
Thompson, YTH, -97.860733, 55.797482
Timmins, YTS, -81.372047, 48.566158
Repulse Bay, YUT, -86.25, 66.533302
Kuujjuaq, YVP, -68.433342, 58.101959
Wabush, YWK, -66.873009, 52.926071
Edmonton City Centre, YXD, -113.52297368858079, 53.57094365828116
Fort St. John (N. Peace), YXJ, -120.736439, 56.246035
North Bay/Jack Garland, YYB, -79.42491, 46.358711
Zaria, ZAR, 7.687267643105769, 11.135295860107082
Skopje, SKP, 21.62819718582291, 41.95645460815443
Burnpur, NULL, 86.97454677657299, 23.631217910776442
Hindon Air Force Station, NULL, 77.35078887791173, 28.70779686010708
Sunchon, NULL, 125.89082505748561, 39.411965971056546
Łódź Władysław Reymont, LCJ, 19.403214874403695, 51.727207045169955
Alma Ata N.W., BXJ, 76.87826400966476, 43.355419083791865
Jiamusi Dongjiao, JMU, 130.4562047044068, 46.843015022337944
Mudanjiang Hailang, MDG, 129.5801515322203, 44.53429362999352
Severomorsk-3 (Murmansk N.E.), NULL, 33.29035276162853, 69.0168711826804
Mosul Int'l, OSB, 43.145802, 36.308601
Rostov N., NULL, 39.635399634366465, 47.277420920286694
Rostov S.W., NULL, 39.797221534514875, 47.1158577255835
Oulu, OUL, 25.372837470430696, 64.92879923588488
Bordeaux, BOD, -0.7017934490752431, 44.832110866267385
Mandelieu, CEQ, 6.954316120289373, 43.54609798704497
St Gatien, DOL, 0.158653528230218, 49.361660998660916
Lille-Lesquin, LIL, 3.1059649979981345, 50.57164239295806
Toulouse-Blagnac, TLS, 1.3735091855115267, 43.63046256616009
Fukuoka, FUK, 130.44418954188373, 33.58481643325734
Hiroshima-Nishi, HIW, 132.419372741681, 34.37138156288289
Nagoya, NKM, 136.9196283841399, 35.254053205286695
Sendai, SDJ, 140.93024738136907, 38.138207561528674
Kirkenes Hoybuktmoen, KKN, 29.891348950040616, 69.72383181136918
Marechal Rondon Int'l, CGB, -56.120177475472424, -15.651147019195495
